NZr,NZc,Tr,Tc,Accuracy (%),MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s),DSP Usage
2,3,16,32,85.24000000000001,0.0057664552859408,28,72751.0,60640,84.0,0.8051944603046036,288.7619047619048,8.051944603046037,7.531099999999999e-06,2472
2,4,16,32,85.66,0.0059036975354159,20,64123.75,54432,80.0,0.8162708305996589,272.16,8.162708305996588,6.668375e-06,2472
2,5,16,32,85.18,0.0057200498460413,18,69808.5,58512,90.0,0.8085285725142846,260.05333333333334,8.085285725142846,7.236849999999999e-06,2472
2,6,16,32,85.16,0.0044766615665005,26,131830.5,96464,156.0,0.7177888317998669,247.34358974358975,7.1778883179986686,1.343905e-05,2472
2,2,16,64,85.15,0.0054875595492949,26,82864.0,69840,52.0,0.8175688331148155,537.2307692307693,8.175688331148155,8.5424e-06,4008
2,3,16,64,85.16,0.0044766615665005,26,131775.75,96464,78.0,0.7180813744665884,494.6871794871795,7.180813744665883,1.3433575e-05,4008
2,1,16,192,85.16,0.0044766615665005,26,131739.25,96464,52.0,0.71827653542369,742.0307692307692,7.182765354236899,1.3429925000000002e-05,10152
3,48,16,2,85.47,0.0058918551922348,13,39257.0,33128,624.0,0.7922136929956716,21.23589743589744,7.922136929956716,4.1817e-06,1032
3,56,16,2,85.32,0.0056159140229452,14,46123.0,39024,784.0,0.801593985580182,19.910204081632656,8.01593985580182,4.8683000000000005e-06,1032
3,64,16,2,85.25,0.0054918186325331,13,52720.5,39784,832.0,0.7196751114769222,19.126923076923077,7.1967511147692225,5.52805e-06,1032
3,72,16,2,85.38,0.0055427459813165,12,51897.0,40032,864.0,0.7351121067998604,18.533333333333335,7.351121067998604,5.4457e-06,1032
3,80,16,2,85.39,0.0052236267105052,14,64630.0,49776,1120.0,0.7408245274594434,17.77714285714286,7.408245274594433,6.719e-06,1032
3,12,16,8,85.47,0.0058935112360911,16,49190.0,40064,192.0,0.7741835748792271,83.46666666666665,7.741835748792271,5.175e-06,1320
3,14,16,8,85.3,0.005934608011512,14,46136.5,39024,196.0,0.8013717618309324,79.64081632653063,8.013717618309323,4.869650000000001e-06,1320
3,16,16,8,85.31,0.005647239084259,15,54250.0,45432,240.0,0.7997183594437599,75.72,7.997183594437599,5.681e-06,1320
3,18,16,8,85.38,0.0054484468924047,15,61428.5,49272,270.0,0.7700133617759441,72.99555555555554,7.700133617759441,6.398850000000001e-06,1320
3,20,16,8,85.49,0.0053085845916777,14,65617.0,49776,280.0,0.7300995937046217,71.10857142857144,7.300995937046217,6.817700000000001e-06,1320
3,22,16,8,85.56,0.0056614546197789,12,55253.5,46176,264.0,0.7987061845416727,69.96363636363637,7.987061845416728,5.78135e-06,1320
3,6,16,16,85.26,0.0057367048788618,20,58440.0,49312,120.0,0.8083934426229509,164.3733333333333,8.083934426229508,6.1e-06,1704
3,7,16,16,85.34,0.0059651518013672,15,48630.0,41592,105.0,0.8125024418831803,158.4457142857143,8.125024418831803,5.119e-06,1704
3,8,16,16,85.32,0.0059062309647492,14,49868.0,42608,112.0,0.8126955062180514,152.17142857142858,8.126955062180514,5.2428e-06,1704
3,10,16,16,85.38,0.0055406236044307,13,58796.0,46440,130.0,0.7568941912771368,142.8923076923077,7.568941912771368,6.135599999999999e-06,1704
3,11,16,16,85.24000000000001,0.0054498622857946,13,62378.0,49768,143.0,0.7663925590563306,139.21118881118883,7.663925590563307,6.4938e-06,1704
3,3,16,32,85.72999999999999,0.0059929465387064,18,51951.25,44688,54.0,0.8197940792038341,331.0222222222222,8.197940792038342,5.451124999999999e-06,2472
3,4,16,32,85.88,0.0059766676589522,13,47667.75,39784,52.0,0.7920721115319719,306.03076923076924,7.920721115319719,5.0227749999999995e-06,2472
3,5,16,32,85.37,0.0057079949802854,13,55410.5,46440,65.0,0.8010971097368489,285.7846153846154,8.01097109736849,5.797049999999999e-06,2472
3,2,16,64,85.35000000000001,0.0059981683981074,13,46937.75,39784,39.0,0.8037537059765343,408.0410256410256,8.037537059765343,4.9497749999999995e-06,4008
4,48,16,2,85.28,0.0057964602097675,10,34250.0,28752,480.0,0.7810920945395273,23.96,7.8109209453952735,3.681e-06,1032
4,56,16,2,85.38,0.005816816495451,9,33963.5,28488,504.0,0.7799909647213438,22.60952380952381,7.799909647213438,3.65235e-06,1032
4,64,16,2,85.33,0.0056020034053768,9,39313.0,30792,576.0,0.7353664652640126,21.383333333333336,7.353664652640126,4.1873000000000005e-06,1032
4,72,16,2,85.33,0.0054869425277516,9,43357.5,33096,648.0,0.7207709478956825,20.42962962962963,7.207709478956826,4.591749999999999e-06,1032
4,80,16,2,85.19,0.0054220511402448,9,46621.5,35400,720.0,0.7197828451755233,19.666666666666664,7.197828451755233,4.9181500000000005e-06,1032
4,88,16,2,85.31,0.0053839771834713,9,49885.5,37704,792.0,0.71891773364731,19.042424242424243,7.189177336473101,5.2445500000000005e-06,1032
4,96,16,2,85.28999999999999,0.0053707562726409,9,53149.5,40008,864.0,0.7181539952790816,18.522222222222226,7.181539952790816,5.57095e-06,1032
4,12,16,8,85.17,0.0059044151267517,13,39669.5,36456,156.0,0.8632827762583029,93.47692307692309,8.632827762583029,4.22295e-06,1320
4,14,16,8,85.18,0.0058421573910342,11,41387.0,34136,154.0,0.7767538170978678,88.66493506493505,7.767538170978678,4.3947000000000005e-06,1320
4,16,16,8,85.33,0.0058014823965023,10,40438.0,33872,160.0,0.7877575701195404,84.68,7.877575701195404,4.2998e-06,1320
4,18,16,8,85.44,0.0059847321616368,9,35379.0,33096,162.0,0.8723477160705343,81.71851851851852,8.723477160705343,3.7939e-06,1320
4,20,16,8,85.69,0.0058228820263994,9,38966.5,35400,180.0,0.8524677013473324,78.66666666666666,8.524677013473324,4.15265e-06,1320
4,22,16,8,85.25,0.0055264700938967,9,47499.5,37704,198.0,0.7531837113834536,76.16969696969697,7.531837113834536,5.005950000000001e-06,1320
4,24,16,8,85.28999999999999,0.0053707562726409,9,52690.5,40008,216.0,0.7241201437091067,74.08888888888889,7.241201437091068,5.525049999999999e-06,1320
4,6,16,16,85.25,0.0059241814964129,14,43462.0,39024,84.0,0.8479422884707314,185.82857142857145,8.479422884707313,4.602200000000001e-06,1704
4,7,16,16,85.28,0.0057327920005416,12,46274.0,36960,84.0,0.7568497358397838,176.0,7.568497358397837,4.8834e-06,1704
4,8,16,16,85.21,0.0057363572327031,11,45012.0,36952,88.0,0.7767594383250651,167.96363636363637,7.7675943832506515,4.7572e-06,1704
4,9,16,16,85.64,0.0058378420654399,10,40352.0,36432,90.0,0.8489932885906041,161.92,8.489932885906041,4.2912e-06,1704
4,10,16,16,85.36,0.0059049569651386,9,38004.0,35400,90.0,0.872695000493048,157.33333333333331,8.72695000493048,4.0564e-06,1704
4,11,16,16,85.36,0.0056667870777893,9,43578.0,37704,99.0,0.8172005721964541,152.33939393939394,8.172005721964542,4.613799999999999e-06,1704
4,12,16,16,85.28999999999999,0.0053707562726409,9,52614.0,40008,108.0,0.7251241526806105,148.17777777777778,7.251241526806105,5.5174e-06,1704
4,3,16,32,85.39999999999999,0.0059552983157914,13,43379.75,36456,52.0,0.7935611316996719,280.4307692307693,7.935611316996719,4.5939749999999995e-06,2472
4,4,16,32,85.61,0.0059418437380142,10,40321.0,33872,40.0,0.7899069517968331,338.72,7.899069517968331,4.2881e-06,2472
4,5,16,32,85.58,0.005741594985388,9,43356.0,35400,45.0,0.770973081278857,314.66666666666663,7.70973081278857,4.5916e-06,2472
4,6,16,32,85.28999999999999,0.0053707562726409,9,52575.75,40008,54.0,0.7256272019515468,296.35555555555555,7.256272019515468,5.513575e-06,2472
4,2,16,64,85.2,0.005907031810031,10,41070.375,33872,40.0,0.7763398778947006,338.72,7.763398778947006,4.3630375000000005e-06,4008
4,3,16,64,85.28999999999999,0.0053707562726409,9,52556.625,40008,36.0,0.7258789884177415,444.5333333333333,7.258789884177414,5.5116625e-06,4008
4,1,16,192,85.28999999999999,0.0053707562726409,9,52543.875,40008,36.0,0.7260469431596235,444.5333333333333,7.260469431596235,5.510387500000001e-06,10152
1,48,32,2,85.32,0.0056745288491894,21,57291.0,46248,1008.0,0.7727189186479758,18.35238095238095,7.727189186479758,5.9851000000000005e-06,1928
1,64,32,2,85.21,0.0058359399879718,17,54028.5,46728,1088.0,0.8257508150949397,17.179411764705883,8.257508150949398,5.658849999999999e-06,1928
1,72,32,2,85.5,0.0056248045673062,18,64322.25,53904,1296.0,0.805953747070411,16.637037037037036,8.059537470704111,6.688225e-06,1928
1,80,32,2,85.21,0.0057741174721963,16,62932.0,52352,1280.0,0.7993648079154706,16.36,7.993648079154706,6.5492e-06,1928
1,88,32,2,85.35000000000001,0.005380260184184,19,81656.0,66456,1672.0,0.7891137076090055,15.898564593301437,7.891137076090055,8.421599999999999e-06,1928
1,96,32,2,85.64,0.0054692496406662,18,81410.25,67728,1728.0,0.80657137498102,15.677777777777775,8.0657137498102,8.397025e-06,1928
1,18,32,8,85.22,0.0059286362193783,18,59985.0,53904,324.0,0.8618434726996562,66.54814814814814,8.618434726996561,6.254500000000001e-06,2216
1,20,32,8,85.22999999999999,0.0052914167284337,22,85541.5,70832,440.0,0.803981771025465,64.39272727272727,8.039817710254649,8.810149999999999e-06,2216
1,22,32,8,85.24000000000001,0.0058326876410219,16,63991.0,56448,352.0,0.8481916124475966,64.14545454545456,8.481916124475966,6.6551e-06,2216
1,24,32,8,85.64,0.0054692496406662,18,80609.25,67728,432.0,0.8143394343462277,62.71111111111111,8.143394343462276,8.316925000000002e-06,2216
1,6,32,16,85.2,0.0059657786798025,25,65532.5,54472,150.0,0.7999706281895951,145.25866666666667,7.999706281895951,6.80925e-06,2600
1,7,32,16,85.28,0.0055984983666717,27,77704.75,65496,189.0,0.8159995514843066,138.615873015873,8.159995514843066,8.026475e-06,2600
1,8,32,16,85.22,0.0055939007272545,24,77136.25,64704,192.0,0.8118826168107032,134.8,8.11882616810703,7.969625e-06,2600
1,9,32,16,85.41,0.0058107713830635,19,67654.25,56728,171.0,0.8079271657818747,132.6970760233918,8.079271657818747,7.021425e-06,2600
1,10,32,16,85.58,0.0050931068540577,25,99328.0,80072,250.0,0.7858825376884422,128.11520000000002,7.858825376884422,1.01888e-05,2600
1,11,32,16,85.47,0.0055737884291127,17,76415.25,59784,187.0,0.7569966540150237,127.88021390374332,7.5699665401502365,7.897525e-06,2600
1,12,32,16,85.64,0.0054692496406662,18,80475.75,67728,216.0,0.8156486814414273,125.42222222222222,8.156486814414274,8.303575e-06,2600
1,3,32,32,85.21,0.005989258530765,26,62905.0,56528,78.0,0.8634843045902391,289.8871794871795,8.634843045902391,6.546499999999999e-06,3368
1,5,32,32,85.18,0.0050788673370567,24,101507.0,76992,120.0,0.7398310703681282,256.64,7.398310703681283,1.0406699999999998e-05,3368
1,6,32,32,85.64,0.0054692496406662,18,80409.0,67728,108.0,0.8163048849570321,250.84444444444443,8.163048849570322,8.2969e-06,3368
1,2,32,64,85.22,0.0056427019266554,25,75112.5,67272,50.0,0.8660980398467927,538.176,8.660980398467927,7.76725e-06,4904
1,3,32,64,85.64,0.0054692496406662,18,80375.625,67728,54.0,0.816633382819506,501.68888888888887,8.16633382819506,8.2935625e-06,4904
1,1,32,192,85.64,0.0054692496406662,18,80353.375,67728,18.0,0.8168525283164507,1505.0666666666666,8.168525283164508,8.291337499999999e-06,11048
2,48,32,2,85.28,0.0057964602097675,10,34237.0,28752,480.0,0.781368046308123,23.96,7.81368046308123,3.6797e-06,1928
2,56,32,2,85.38,0.005816816495451,9,33951.75,28488,504.0,0.7802419768978479,22.60952380952381,7.80241976897848,3.651175e-06,1928
2,64,32,2,85.33,0.0056020034053768,9,39300.5,30792,576.0,0.7355860536782886,21.383333333333336,7.355860536782885,4.18605e-06,1928
2,72,32,2,85.33,0.0054869425277516,9,43344.75,33096,648.0,0.7209711413306902,20.42962962962963,7.209711413306902,4.5904749999999994e-06,1928
2,80,32,2,85.19,0.0054220511402448,9,46608.75,35400,720.0,0.719969492818101,19.666666666666664,7.199694928181009,4.916875e-06,1928
2,88,32,2,85.31,0.0053839771834713,9,49872.75,37704,792.0,0.7190925518878944,19.042424242424243,7.190925518878944,5.243275e-06,1928
2,96,32,2,85.28999999999999,0.0053707562726409,9,53136.75,40008,864.0,0.7183183938021518,18.522222222222226,7.183183938021518,5.569675e-06,1928
2,12,32,8,85.17,0.0059044151267517,13,39654.25,36456,156.0,0.8635946392509638,93.47692307692309,8.635946392509638,4.221425e-06,2216
2,14,32,8,85.18,0.0058421573910342,11,41372.5,34136,154.0,0.7770101860809195,88.66493506493505,7.770101860809195,4.393250000000001e-06,2216
2,16,32,8,85.33,0.0058014823965023,10,40425.0,33872,160.0,0.78799581249273,84.68,7.8799581249273,4.2985e-06,2216
2,18,32,8,85.44,0.0059847321616368,9,35368.5,33096,162.0,0.8725892139156571,81.71851851851852,8.72589213915657,3.79285e-06,2216
2,20,32,8,85.69,0.0058228820263994,9,38955.75,35400,180.0,0.8526884375207,78.66666666666666,8.526884375207,4.151575e-06,2216
2,22,32,8,85.25,0.0055264700938967,9,47487.25,37704,198.0,0.7533680671765182,76.16969696969697,7.533680671765182,5.004725000000001e-06,2216
2,24,32,8,85.28999999999999,0.0053707562726409,9,52677.75,40008,216.0,0.7242872854162236,74.08888888888889,7.242872854162235,5.5237749999999995e-06,2216
2,6,32,16,85.25,0.0059241814964129,14,43445.25,39024,84.0,0.8482510148298292,185.82857142857145,8.482510148298292,4.6005249999999995e-06,2600
2,7,32,16,85.28,0.0057327920005416,12,46257.75,36960,84.0,0.7571016689626212,176.0,7.571016689626212,4.8817749999999995e-06,2600
2,8,32,16,85.21,0.0057363572327031,11,44997.5,36952,88.0,0.7769962676759712,167.96363636363637,7.769962676759712,4.75575e-06,2600
2,9,32,16,85.64,0.0058378420654399,10,40340.0,36432,90.0,0.8492307692307692,161.92,8.492307692307692,4.29e-06,2600
2,10,32,16,85.36,0.0059049569651386,9,37993.5,35400,90.0,0.8729209562676464,157.33333333333331,8.729209562676465,4.05535e-06,2600
2,11,32,16,85.36,0.0056667870777893,9,43566.75,37704,99.0,0.8173998818473012,152.33939393939394,8.173998818473011,4.612675e-06,2600
2,12,32,16,85.28999999999999,0.0053707562726409,9,52601.25,40008,108.0,0.7252917582542092,148.17777777777778,7.252917582542092,5.516125e-06,2600
2,3,32,32,85.39999999999999,0.0059552983157914,13,43363.0,36456,39.0,0.7938505759641138,373.9076923076923,7.938505759641138,4.5923e-06,3368
2,4,32,32,85.61,0.0059418437380142,10,40308.0,33872,40.0,0.7901464962209573,338.72,7.901464962209573,4.2868e-06,3368
2,5,32,32,85.58,0.005741594985388,9,43344.0,35400,45.0,0.7711746253049843,314.66666666666663,7.711746253049842,4.5904e-06,3368
2,6,32,32,85.28999999999999,0.0053707562726409,9,52563.0,40008,54.0,0.7257950401828638,296.35555555555555,7.257950401828638,5.5123000000000006e-06,3368
2,2,32,64,85.2,0.005907031810031,10,41057.125,33872,20.0,0.7765757142406795,677.44,7.765757142406795,4.3617125e-06,4904
2,3,32,64,85.28999999999999,0.0053707562726409,9,52543.875,40008,27.0,0.7260469431596235,592.7111111111111,7.260469431596235,5.510387500000001e-06,4904
2,1,32,192,85.28999999999999,0.0053707562726409,9,52531.125,40008,18.0,0.7262149756426285,889.0666666666666,7.262149756426285,5.5091124999999995e-06,11048
1,48,64,2,85.28,0.0057964602097675,10,34230.5,28752,480.0,0.781506095323521,23.96,7.81506095323521,3.67905e-06,3720
1,56,64,2,85.38,0.005816816495451,9,33945.875,28488,504.0,0.7803675435803141,22.60952380952381,7.803675435803141,3.6505875e-06,3720
1,64,64,2,85.33,0.0056020034053768,9,39294.25,30792,576.0,0.7356958970713846,21.383333333333336,7.356958970713846,4.185425e-06,3720
1,72,64,2,85.33,0.0054869425277516,9,43338.375,33096,648.0,0.7210712797566363,20.42962962962963,7.210712797566363,4.5898375e-06,3720
1,80,64,2,85.19,0.0054220511402448,9,46602.375,35400,720.0,0.7200628529439435,19.666666666666664,7.2006285294394345,4.916237499999999e-06,3720
1,88,64,2,85.31,0.0053839771834713,9,49866.375,37704,792.0,0.7191799928947977,19.042424242424243,7.191799928947978,5.2426375e-06,3720
1,96,64,2,85.28999999999999,0.0053707562726409,9,53130.375,40008,864.0,0.718400621292279,18.522222222222226,7.18400621292279,5.5690375000000005e-06,3720
1,12,64,8,85.17,0.0059044151267517,13,39646.625,36456,156.0,0.863750655258505,93.47692307692309,8.63750655258505,4.2206625e-06,4008
1,14,64,8,85.18,0.0058421573910342,11,41365.25,34136,154.0,0.7771384340442001,88.66493506493505,7.771384340442001,4.392525e-06,4008
1,16,64,8,85.33,0.0058014823965023,10,40418.5,33872,160.0,0.7881149877264213,84.68,7.881149877264213,4.297850000000001e-06,4008
1,18,64,8,85.44,0.0059847321616368,9,35363.25,33096,162.0,0.8727100129867561,81.71851851851852,8.72710012986756,3.792325e-06,4008
1,20,64,8,85.69,0.0058228820263994,9,38950.375,35400,180.0,0.8527988484806509,78.66666666666666,8.527988484806508,4.151037500000001e-06,4008
1,22,64,8,85.25,0.0055264700938967,9,47481.125,37704,198.0,0.7534602789205879,76.16969696969697,7.534602789205879,5.004112499999999e-06,4008
1,24,64,8,85.28999999999999,0.0053707562726409,9,52671.375,40008,216.0,0.7243708852079095,74.08888888888889,7.243708852079095,5.5231375e-06,4008
1,6,64,16,85.25,0.0059241814964129,14,43436.875,39024,84.0,0.8484054623276038,185.82857142857145,8.484054623276037,4.5996875e-06,4392
1,7,64,16,85.28,0.0057327920005416,12,46249.625,36960,84.0,0.7572276984303813,176.0,7.572276984303813,4.8809624999999994e-06,4392
1,8,64,16,85.21,0.0057363572327031,11,44990.25,36952,88.0,0.7771147365155809,167.96363636363637,7.77114736515581,4.755024999999999e-06,4392
1,9,64,16,85.64,0.0058378420654399,10,40334.0,36432,90.0,0.8493495593789341,161.92,8.49349559378934,4.289400000000001e-06,4392
1,10,64,16,85.36,0.0059049569651386,9,37988.25,35400,90.0,0.8730339780385097,157.33333333333331,8.730339780385098,4.054825e-06,4392
1,11,64,16,85.36,0.0056667870777893,9,43561.125,37704,99.0,0.8174995731348704,152.33939393939394,8.174995731348705,4.6121124999999995e-06,4392
1,12,64,16,85.28999999999999,0.0053707562726409,9,52594.875,40008,108.0,0.7253755900996965,148.17777777777778,7.253755900996966,5.515487499999999e-06,4392
1,3,64,32,85.39999999999999,0.0059552983157914,13,43354.625,36456,39.0,0.7939953772899158,373.9076923076923,7.939953772899157,4.591462500000001e-06,5160
1,4,64,32,85.61,0.0059418437380142,10,40301.5,33872,40.0,0.790266322923836,338.72,7.90266322923836,4.2861500000000005e-06,5160
1,5,64,32,85.58,0.005741594985388,9,43338.0,35400,45.0,0.7712754368382064,314.66666666666663,7.712754368382065,4.5898000000000005e-06,5160
1,6,64,32,85.28999999999999,0.0053707562726409,9,52556.625,40008,54.0,0.7258789884177415,296.35555555555555,7.258789884177414,5.5116625e-06,5160
1,2,64,64,85.2,0.005907031810031,10,41050.5,33872,20.0,0.7766936861535639,677.44,7.76693686153564,4.36105e-06,6696
1,3,64,64,85.28999999999999,0.0053707562726409,9,52537.5,40008,27.0,0.7261309496801125,592.7111111111111,7.261309496801125,5.50975e-06,6696
1,1,64,192,85.28999999999999,0.0053707562726409,9,52524.75,40008,9.0,0.7262990210539214,1778.1333333333332,7.262990210539214,5.508475000000001e-06,12840
